user_id	avg_pay_amt	avg_pay_amt_weekdays	avg_pay_amt_weekends
32959	>=65	[49,65)	>=65
32960	[36,49)	[29,36)	[36,49)
32961	<29	<29	<29
32962	<29	<29	>=65
32963	>=65	>=65	>=65
32964	[49,65)	[36,49)	[36,49)
32965	[36,49)	未知	[49,65)
32966	<29	<29	<29
32967	[36,49)	[36,49)	[36,49)
32968	>=65	>=65	>=65
32969	[29,36)	[29,36)	[36,49)
32970	<29	<29	<29
32971	[36,49)	[36,49)	[29,36)
32972	<29	<29	<29
32973	[49,65)	未知	[49,65)
32974	[49,65)	[49,65)	[49,65)
32975	[49,65)	[49,65)	[49,65)
32976	[29,36)	[29,36)	[29,36)
32977	<29	<29	[29,36)
32978	[36,49)	[36,49)	[36,49)
32979	<29	<29	<29
32980	<29	[29,36)	<29
32981	[49,65)	[36,49)	[36,49)
32982	[49,65)	[49,65)	>=65
32983	[29,36)	[29,36)	[29,36)
32984	[36,49)	[36,49)	[36,49)
32985	<29	<29	<29
32986	[49,65)	[49,65)	>=65
32987	[49,65)	[49,65)	>=65
32988	[36,49)	[36,49)	[36,49)
32989	>=65	>=65	>=65
32990	>=65	>=65	>=65
32991	[29,36)	[29,36)	<29
32992	>=65	>=65	>=65
32993	[49,65)	未知	>=65
32994	<29	<29	<29
32995	<29	<29	<29
32996	[49,65)	[49,65)	[49,65)
32997	[29,36)	[29,36)	[29,36)
32998	[36,49)	[36,49)	[36,49)
32999	[36,49)	[36,49)	<29
33000	<29	<29	未知
33001	[49,65)	[49,65)	[49,65)
33002	>=65	>=65	>=65
33003	[49,65)	[49,65)	[49,65)
33004	[36,49)	[36,49)	[36,49)
33005	[36,49)	未知	[49,65)
33006	>=65	>=65	>=65
33007	[36,49)	[36,49)	[36,49)
33008	[36,49)	[29,36)	[49,65)
33009	>=65	>=65	>=65
33010	[49,65)	[49,65)	[49,65)
33011	>=65	[49,65)	>=65
33012	<29	<29	<29
33013	[29,36)	[29,36)	[29,36)
33014	[29,36)	[29,36)	[29,36)
33015	<29	<29	[29,36)
33016	>=65	>=65	>=65
33017	>=65	>=65	>=65
33018	<29	<29	<29
33019	<29	<29	<29
33020	[49,65)	[49,65)	[49,65)
33021	[29,36)	<29	[29,36)
33022	[49,65)	[49,65)	[49,65)
33023	[29,36)	[29,36)	<29
33024	[36,49)	未知	[49,65)
33025	[49,65)	[49,65)	[49,65)
33026	[29,36)	[29,36)	[29,36)
33027	[36,49)	[29,36)	[49,65)
33028	[36,49)	[36,49)	[36,49)
33029	<29	<29	<29
33030	[29,36)	[29,36)	[36,49)
33031	[36,49)	[36,49)	[36,49)
33032	[36,49)	[29,36)	[49,65)
33033	[36,49)	[36,49)	[36,49)
33034	[49,65)	[49,65)	>=65
33035	<29	<29	<29
33036	[49,65)	[36,49)	[36,49)
33037	[36,49)	[36,49)	[29,36)
33038	<29	<29	<29
33039	[29,36)	[29,36)	[49,65)
33040	[49,65)	[49,65)	>=65
33041	[49,65)	[49,65)	[49,65)
33042	>=65	>=65	>=65
33043	[49,65)	[49,65)	>=65
33044	<29	<29	<29
33045	>=65	>=65	>=65
33046	[36,49)	[36,49)	[36,49)
33047	[29,36)	[29,36)	[29,36)
33048	>=65	>=65	>=65
33049	[36,49)	[36,49)	[36,49)
33050	[36,49)	[36,49)	[36,49)
33051	<29	<29	[29,36)
33052	<29	<29	<29
33053	[29,36)	[29,36)	未知
33054	[29,36)	[29,36)	[29,36)
33055	>=65	>=65	>=65
33056	<29	<29	<29
33057	[36,49)	[36,49)	[36,49)
33058	[49,65)	[49,65)	>=65
33059	[29,36)	[29,36)	[29,36)
33060	[29,36)	<29	[49,65)
33061	>=65	>=65	>=65
33062	[36,49)	<29	[36,49)
33063	[29,36)	[29,36)	[36,49)
33064	[36,49)	[36,49)	[29,36)
33065	[36,49)	[36,49)	[36,49)
33066	[29,36)	[29,36)	[36,49)
33067	<29	<29	[29,36)
33068	[29,36)	[36,49)	[29,36)
33069	[36,49)	[36,49)	[36,49)
33070	[29,36)	[29,36)	[29,36)
33071	[49,65)	[49,65)	[49,65)
33072	[29,36)	[29,36)	[29,36)
33073	[49,65)	[49,65)	>=65
33074	[49,65)	[49,65)	>=65
33075	[29,36)	[29,36)	[29,36)
33076	<29	<29	<29
33077	<29	<29	[29,36)
33078	[49,65)	[49,65)	[49,65)
33079	[49,65)	未知	[49,65)
33080	>=65	>=65	>=65
33081	[36,49)	[36,49)	[36,49)
33082	>=65	>=65	>=65
33083	[29,36)	[29,36)	[36,49)
33084	>=65	>=65	>=65
33085	[49,65)	未知	[49,65)
33086	[49,65)	[49,65)	[49,65)
33087	<29	<29	<29
33088	<29	<29	<29
33089	>=65	>=65	>=65
33090	[49,65)	未知	[49,65)
33091	[29,36)	[29,36)	[49,65)
33092	[36,49)	未知	[49,65)
33093	[36,49)	未知	[49,65)
33094	[36,49)	[29,36)	[36,49)
33095	<29	<29	<29
33096	[29,36)	[29,36)	[29,36)
33097	>=65	>=65	>=65
33098	>=65	>=65	>=65
33099	[36,49)	[29,36)	[36,49)
33100	[36,49)	[36,49)	[29,36)
33101	[49,65)	未知	[49,65)
33102	[36,49)	未知	[49,65)
33103	<29	<29	<29
33104	[49,65)	[36,49)	[36,49)
33105	[49,65)	>=65	[49,65)
33106	[49,65)	[49,65)	[49,65)
33107	[49,65)	[49,65)	[49,65)
33108	[36,49)	[36,49)	[36,49)
33109	>=65	>=65	>=65
33110	>=65	>=65	>=65
33111	[29,36)	[36,49)	[29,36)
33112	[36,49)	[29,36)	[49,65)
33113	[36,49)	[36,49)	[36,49)
33114	[29,36)	[29,36)	[29,36)
33115	[36,49)	[36,49)	[36,49)
33116	>=65	>=65	>=65
33117	[49,65)	[49,65)	[49,65)
33118	>=65	>=65	>=65
33119	<29	<29	<29
33120	>=65	>=65	>=65
33121	>=65	>=65	[49,65)
33122	[49,65)	[49,65)	>=65
33123	>=65	[49,65)	>=65
33124	<29	<29	<29
33125	[49,65)	[49,65)	>=65
33126	[49,65)	未知	[49,65)
33127	[36,49)	未知	[49,65)
33128	>=65	>=65	>=65
33129	<29	<29	<29
33130	[36,49)	[36,49)	[36,49)
33131	[36,49)	[29,36)	>=65
33132	>=65	>=65	>=65
33133	>=65	>=65	>=65
33134	<29	<29	[29,36)
33135	[36,49)	[36,49)	<29
33136	[49,65)	[36,49)	[36,49)
33137	[49,65)	未知	[49,65)
33138	[49,65)	[49,65)	[49,65)
33139	[36,49)	未知	[49,65)
33140	[36,49)	[36,49)	[36,49)
33141	[36,49)	未知	未知
33142	[29,36)	[29,36)	[36,49)
33143	[36,49)	[36,49)	[29,36)
33144	<29	<29	<29
33145	[49,65)	[36,49)	[36,49)
33146	[36,49)	[36,49)	[36,49)
33147	[29,36)	[29,36)	[36,49)
33148	[49,65)	[36,49)	[29,36)
33149	[49,65)	未知	>=65
33150	[29,36)	[29,36)	[29,36)
33151	<29	<29	<29
33152	[49,65)	[49,65)	>=65
33153	[49,65)	[49,65)	[49,65)
33154	[49,65)	[49,65)	[49,65)
33155	[36,49)	[36,49)	[36,49)
33156	[49,65)	[49,65)	[49,65)
33157	[36,49)	[36,49)	[36,49)
33158	>=65	>=65	[49,65)
33159	[36,49)	[36,49)	[36,49)
33160	<29	<29	[29,36)
33161	[29,36)	[29,36)	[29,36)
33162	<29	<29	[36,49)
33163	[49,65)	[49,65)	[49,65)
33164	>=65	>=65	>=65
33165	[29,36)	[29,36)	[36,49)
33166	<29	<29	[29,36)
33167	<29	<29	<29
33168	>=65	>=65	[49,65)
33169	>=65	>=65	>=65
33170	[29,36)	[36,49)	<29
33171	[29,36)	[29,36)	[29,36)
33172	[36,49)	[36,49)	[36,49)
33173	[36,49)	[36,49)	[36,49)
33174	>=65	[49,65)	>=65
33175	[29,36)	[29,36)	[29,36)
33176	>=65	>=65	>=65
33177	>=65	未知	>=65
33178	[49,65)	[49,65)	>=65
33179	<29	<29	<29
33180	[36,49)	[36,49)	[36,49)
33181	<29	<29	<29
33182	<29	[29,36)	<29
33183	[49,65)	[36,49)	[36,49)
33184	<29	<29	[29,36)
33185	[36,49)	[36,49)	[36,49)
33186	<29	<29	<29
33187	[36,49)	<29	[36,49)
33188	[29,36)	[29,36)	<29
33189	[49,65)	[49,65)	[49,65)
33190	[49,65)	[49,65)	[49,65)
33191	[49,65)	[49,65)	>=65
33192	[36,49)	[36,49)	[36,49)
33193	[36,49)	[36,49)	[36,49)
33194	[29,36)	[29,36)	[29,36)
33195	[49,65)	[36,49)	[36,49)
33196	<29	<29	<29
33197	<29	<29	<29
33198	[36,49)	[36,49)	[36,49)
33199	[36,49)	[36,49)	[29,36)
33200	[29,36)	[29,36)	[36,49)
33201	[29,36)	[36,49)	[29,36)
33202	[36,49)	[36,49)	[36,49)
33203	[49,65)	[49,65)	[49,65)
33204	[49,65)	未知	>=65
33205	[29,36)	[29,36)	[29,36)
33206	[29,36)	[29,36)	[36,49)
33207	<29	<29	<29
33208	>=65	>=65	>=65
33209	[29,36)	[29,36)	>=65
33210	<29	<29	<29
33211	<29	<29	<29
33212	>=65	>=65	>=65
33213	[49,65)	[49,65)	[49,65)
33214	[49,65)	[49,65)	[49,65)
33215	[36,49)	[36,49)	[36,49)
33216	[29,36)	<29	[29,36)
33217	>=65	>=65	>=65
33218	<29	<29	<29
33219	[49,65)	[49,65)	[49,65)
33220	[36,49)	[36,49)	[36,49)
33221	[36,49)	[29,36)	[36,49)
33222	<29	<29	<29
33223	[49,65)	[49,65)	>=65
33224	>=65	>=65	[49,65)
33225	<29	<29	<29
33226	[29,36)	[29,36)	[29,36)
33227	[36,49)	[36,49)	[36,49)
33228	[36,49)	[36,49)	[36,49)
33229	<29	<29	[29,36)
33230	>=65	>=65	[49,65)
33231	[29,36)	[29,36)	[29,36)
33232	[36,49)	未知	[49,65)
33233	>=65	>=65	>=65
33234	[36,49)	[29,36)	[49,65)
33235	<29	<29	<29
33236	[49,65)	[49,65)	[49,65)
33237	[36,49)	未知	[49,65)
33238	[36,49)	[29,36)	[49,65)
33239	[49,65)	[36,49)	[36,49)
33240	[49,65)	[49,65)	[49,65)
33241	<29	<29	<29
33242	>=65	>=65	>=65
33243	>=65	>=65	>=65
33244	>=65	>=65	>=65
33245	[49,65)	[49,65)	>=65
33246	[49,65)	[36,49)	[36,49)
33247	[49,65)	[36,49)	[36,49)
33248	[29,36)	[29,36)	[29,36)
33249	<29	<29	<29
33250	>=65	未知	>=65
33251	[36,49)	[36,49)	[36,49)
33252	[49,65)	[49,65)	[49,65)
33253	[29,36)	[29,36)	[29,36)
33254	[49,65)	[36,49)	[36,49)
33255	[29,36)	[29,36)	[29,36)
33256	[49,65)	[36,49)	[29,36)
33257	[29,36)	[29,36)	[29,36)
33258	[36,49)	[36,49)	[36,49)
33259	[36,49)	[36,49)	[36,49)
33260	<29	<29	<29
33261	>=65	>=65	>=65
33262	<29	<29	<29
33263	[49,65)	[49,65)	>=65
33264	<29	<29	<29
33265	<29	<29	<29
33266	<29	<29	<29
33267	>=65	[49,65)	>=65
33268	>=65	>=65	>=65
33269	[29,36)	[29,36)	[29,36)
33270	<29	<29	<29
33271	[36,49)	[29,36)	[49,65)
33272	[49,65)	[49,65)	>=65
33273	[49,65)	[49,65)	[49,65)
33274	>=65	>=65	[49,65)
33275	>=65	>=65	>=65
33276	<29	<29	<29
33277	[36,49)	未知	[49,65)
33278	<29	<29	<29
33279	[29,36)	[29,36)	[29,36)
33280	>=65	>=65	>=65
33281	>=65	>=65	>=65
33282	>=65	>=65	>=65
33283	[36,49)	[36,49)	[36,49)
33284	[49,65)	[49,65)	>=65
33285	>=65	>=65	>=65
33286	<29	<29	<29
33287	[29,36)	[29,36)	[36,49)
33288	[49,65)	[49,65)	>=65
33289	[36,49)	[36,49)	[36,49)
33290	[36,49)	[36,49)	[36,49)
33291	[36,49)	未知	未知
33292	[49,65)	[49,65)	[49,65)
33293	[49,65)	[49,65)	[49,65)
33294	<29	<29	<29
33295	[49,65)	[49,65)	>=65
33296	[36,49)	[29,36)	[36,49)
33297	[49,65)	未知	[49,65)
33298	>=65	>=65	>=65
33299	>=65	>=65	>=65
33300	[49,65)	未知	[49,65)
33301	[36,49)	未知	[49,65)
33302	>=65	[49,65)	>=65
33303	[36,49)	[36,49)	[36,49)
33304	>=65	[49,65)	>=65
33305	[49,65)	[49,65)	>=65
33306	>=65	>=65	>=65
33307	>=65	>=65	>=65
33308	[36,49)	[36,49)	[36,49)
33309	>=65	>=65	[49,65)
33310	>=65	>=65	[49,65)
33311	>=65	>=65	>=65
33312	[36,49)	[29,36)	[36,49)
33313	[49,65)	[36,49)	[36,49)
33314	[29,36)	[29,36)	[29,36)
33315	[36,49)	[29,36)	[36,49)
33316	<29	<29	<29
33317	[49,65)	[36,49)	[36,49)
33318	>=65	>=65	>=65
33319	[49,65)	[36,49)	[36,49)
33320	>=65	>=65	>=65
33321	<29	<29	<29
33322	[36,49)	[36,49)	<29
33323	[36,49)	未知	[49,65)
33324	[36,49)	[36,49)	[36,49)
33325	[36,49)	未知	[49,65)
33326	[49,65)	未知	[49,65)
33327	[36,49)	[36,49)	[29,36)
33328	<29	<29	<29
33329	>=65	>=65	>=65
33330	<29	<29	未知
33331	[36,49)	[29,36)	[49,65)
33332	[36,49)	[36,49)	[36,49)
33333	[29,36)	[29,36)	[29,36)
33334	[29,36)	[29,36)	[36,49)
33335	[49,65)	[49,65)	[49,65)
33336	[36,49)	未知	>=65
33337	[36,49)	[36,49)	[36,49)
33338	<29	<29	<29
33339	[29,36)	[36,49)	<29
33340	>=65	>=65	>=65
33341	<29	<29	<29
33342	[49,65)	[49,65)	[49,65)
33343	[29,36)	[36,49)	[29,36)
33344	[49,65)	[49,65)	未知
33345	[49,65)	>=65	[49,65)
33346	[49,65)	未知	[49,65)
33347	[49,65)	[36,49)	[36,49)
33348	[49,65)	[49,65)	>=65
33349	[49,65)	[49,65)	[49,65)
33350	[29,36)	[29,36)	[29,36)
33351	[49,65)	未知	[49,65)
33352	[49,65)	[49,65)	[49,65)
33353	<29	<29	<29
33354	[49,65)	[36,49)	[36,49)
33355	[49,65)	[49,65)	>=65
33356	<29	<29	<29
33357	<29	<29	<29
33358	<29	<29	<29
33359	>=65	>=65	>=65
33360	[49,65)	[49,65)	[49,65)
33361	>=65	>=65	>=65
33362	[36,49)	[29,36)	[36,49)
33363	[36,49)	[36,49)	[36,49)
33364	>=65	[49,65)	>=65
33365	[36,49)	[29,36)	[36,49)
33366	[29,36)	[29,36)	[36,49)
33367	[49,65)	>=65	[49,65)
33368	>=65	>=65	>=65
33369	>=65	>=65	>=65
33370	[29,36)	[29,36)	[36,49)
33371	[49,65)	[49,65)	>=65
33372	<29	<29	<29
33373	[36,49)	[36,49)	[36,49)
33374	[49,65)	[49,65)	[49,65)
33375	[36,49)	未知	>=65
33376	>=65	>=65	>=65
33377	<29	<29	[29,36)
33378	[49,65)	[49,65)	[49,65)
33379	<29	<29	<29
33380	[29,36)	[29,36)	[29,36)
33381	<29	<29	[29,36)
33382	[29,36)	[29,36)	[29,36)
33383	<29	<29	<29
33384	<29	<29	<29
33385	>=65	>=65	>=65
33386	>=65	>=65	>=65
33387	[29,36)	[29,36)	[29,36)
33388	>=65	>=65	>=65
33389	[36,49)	[36,49)	[36,49)
33390	[29,36)	[29,36)	[36,49)
33391	<29	<29	<29
33392	<29	<29	[29,36)
33393	[29,36)	[29,36)	[36,49)
33394	<29	<29	<29
33395	[36,49)	[36,49)	[36,49)
33396	[49,65)	[49,65)	>=65
33397	<29	<29	<29
33398	<29	未知	<29
33399	[29,36)	[29,36)	未知
33400	[49,65)	[49,65)	>=65
33401	[36,49)	[36,49)	[29,36)
33402	>=65	>=65	[49,65)
33403	<29	<29	<29
33404	>=65	>=65	>=65
33405	<29	<29	未知
33406	[36,49)	[29,36)	[36,49)
33407	>=65	>=65	>=65
33408	[49,65)	>=65	[49,65)
33409	<29	<29	[29,36)
33410	<29	<29	<29
33411	[36,49)	[36,49)	[36,49)
33412	[29,36)	[29,36)	[29,36)
33413	<29	<29	<29
33414	[29,36)	[29,36)	[29,36)
33415	<29	<29	[29,36)
33416	[29,36)	[29,36)	<29
33417	>=65	>=65	>=65
33418	<29	<29	<29
33419	<29	<29	<29
33420	>=65	>=65	>=65
33421	[49,65)	[49,65)	>=65
33422	[29,36)	[29,36)	未知
33423	>=65	>=65	>=65
33424	[49,65)	[49,65)	[49,65)
33425	[49,65)	未知	>=65
33426	>=65	>=65	>=65
33427	[36,49)	[36,49)	[36,49)
33428	[29,36)	[29,36)	[29,36)
33429	<29	[29,36)	<29
33430	[29,36)	[29,36)	[36,49)
33431	[36,49)	[36,49)	[36,49)
33432	<29	<29	<29
33433	[36,49)	[36,49)	[36,49)
33434	[36,49)	[36,49)	[36,49)
33435	>=65	>=65	>=65
33436	[29,36)	<29	>=65
33437	>=65	>=65	>=65
33438	[36,49)	[36,49)	<29
33439	>=65	>=65	>=65
33440	[49,65)	[49,65)	[49,65)
33441	[36,49)	[36,49)	[36,49)
33442	>=65	>=65	>=65
33443	[49,65)	[49,65)	[49,65)
33444	[29,36)	[29,36)	[29,36)
33445	[49,65)	[49,65)	[49,65)
33446	>=65	>=65	>=65
33447	>=65	>=65	>=65
33448	[36,49)	[36,49)	[36,49)
33449	[36,49)	未知	[49,65)
33450	>=65	>=65	[49,65)
33451	[49,65)	[36,49)	[36,49)
33452	<29	<29	<29
33453	>=65	>=65	>=65
33454	<29	<29	[29,36)
33455	>=65	>=65	>=65
33456	>=65	[49,65)	>=65
33457	[49,65)	[49,65)	[49,65)
33458	[36,49)	[36,49)	[36,49)
33459	<29	<29	[29,36)
33460	>=65	[49,65)	>=65
33461	<29	<29	<29
33462	[36,49)	未知	[49,65)
33463	[36,49)	[36,49)	<29
33464	>=65	>=65	[49,65)
33465	[49,65)	[49,65)	[49,65)
33466	[36,49)	[36,49)	[36,49)
33467	[36,49)	[36,49)	[36,49)
33468	>=65	>=65	>=65
33469	[29,36)	<29	[29,36)
33470	[49,65)	未知	[49,65)
33471	>=65	>=65	[49,65)
33472	[36,49)	[36,49)	[36,49)
33473	[29,36)	[29,36)	[49,65)
33474	[36,49)	[36,49)	[36,49)
33475	<29	<29	<29
33476	>=65	>=65	>=65
33477	[49,65)	[36,49)	<29
33478	[36,49)	[29,36)	>=65
33479	<29	<29	未知
33480	[49,65)	[49,65)	>=65
33481	[49,65)	[49,65)	[49,65)
33482	[29,36)	[36,49)	[29,36)
33483	<29	<29	<29
33484	>=65	>=65	>=65
33485	[49,65)	[49,65)	[49,65)
33486	<29	<29	<29
33487	[29,36)	未知	[29,36)
33488	[29,36)	[29,36)	[29,36)
33489	[29,36)	[29,36)	[36,49)
33490	<29	<29	<29
33491	[36,49)	未知	未知
33492	<29	<29	<29
33493	[49,65)	[49,65)	>=65
33494	[49,65)	[49,65)	[49,65)
33495	[36,49)	[36,49)	[36,49)
33496	>=65	>=65	>=65
33497	[29,36)	[29,36)	[29,36)
33498	[36,49)	[36,49)	[36,49)
33499	<29	[29,36)	<29
33500	>=65	>=65	>=65
33501	<29	<29	[36,49)
33502	[36,49)	未知	>=65
33503	[49,65)	>=65	[49,65)
33504	>=65	>=65	>=65
33505	[36,49)	[36,49)	[36,49)
33506	>=65	>=65	>=65
33507	[36,49)	[29,36)	[36,49)
33508	>=65	>=65	>=65
33509	[36,49)	[36,49)	[36,49)
33510	[49,65)	[36,49)	[36,49)
33511	[36,49)	[36,49)	[36,49)
33512	<29	<29	<29
33513	[49,65)	[36,49)	[36,49)
33514	<29	<29	<29
33515	<29	<29	<29
33516	[36,49)	[29,36)	[36,49)
33517	[29,36)	[29,36)	[29,36)
33518	>=65	>=65	[49,65)
33519	<29	<29	<29
33520	[49,65)	[49,65)	[49,65)
33521	[49,65)	>=65	[49,65)
33522	>=65	>=65	[49,65)
33523	>=65	>=65	>=65
33524	<29	<29	<29
33525	[36,49)	[36,49)	[36,49)
33526	<29	<29	<29
33527	<29	<29	<29
33528	[49,65)	[36,49)	[36,49)
33529	<29	<29	[29,36)
33530	<29	<29	<29
33531	[49,65)	>=65	[49,65)
33532	<29	<29	<29
33533	<29	<29	<29
33534	[36,49)	[29,36)	>=65
33535	>=65	>=65	>=65
33536	[49,65)	[49,65)	[49,65)
33537	>=65	>=65	>=65
33538	[36,49)	[36,49)	[36,49)
33539	<29	<29	[49,65)
33540	[36,49)	[36,49)	[36,49)
33541	<29	<29	<29
33542	[49,65)	[49,65)	>=65
33543	<29	<29	<29
33544	>=65	>=65	>=65
33545	>=65	>=65	>=65
33546	>=65	>=65	>=65
33547	[36,49)	[36,49)	[36,49)
33548	[29,36)	[36,49)	<29
33549	<29	<29	<29
33550	[29,36)	[29,36)	[36,49)
33551	>=65	>=65	>=65
33552	>=65	>=65	[49,65)
33553	[36,49)	未知	[49,65)
33554	[36,49)	[29,36)	[36,49)
33555	>=65	>=65	>=65
33556	[36,49)	未知	[49,65)
33557	[49,65)	[36,49)	[36,49)
33558	<29	<29	[29,36)
33559	[36,49)	[36,49)	[36,49)
33560	[29,36)	<29	[36,49)
33561	<29	<29	[29,36)
33562	[49,65)	未知	>=65
33563	[29,36)	[29,36)	[29,36)
33564	[49,65)	[49,65)	[49,65)
33565	[49,65)	[36,49)	[36,49)
33566	>=65	>=65	>=65
33567	[36,49)	[36,49)	[36,49)
33568	[49,65)	[36,49)	[36,49)
33569	[36,49)	未知	[49,65)
33570	[36,49)	[36,49)	[29,36)
33571	<29	<29	<29
33572	<29	<29	<29
33573	>=65	[49,65)	>=65
33574	<29	<29	<29
33575	>=65	[49,65)	>=65
33576	[36,49)	[36,49)	[29,36)
33577	[49,65)	[49,65)	>=65
33578	<29	<29	<29
33579	>=65	>=65	>=65
33580	[36,49)	[36,49)	[29,36)
33581	[36,49)	[36,49)	[36,49)
33582	>=65	>=65	>=65
33583	[29,36)	[29,36)	[36,49)
33584	[49,65)	>=65	[49,65)
33585	[36,49)	[36,49)	[29,36)
33586	>=65	[49,65)	>=65
33587	[36,49)	[36,49)	[36,49)
33588	[49,65)	[49,65)	>=65
33589	<29	<29	<29
33590	[49,65)	[49,65)	[49,65)
33591	>=65	>=65	>=65
33592	<29	<29	未知
33593	[49,65)	[49,65)	>=65
33594	<29	<29	<29
33595	<29	<29	<29
33596	>=65	[49,65)	>=65
33597	[49,65)	[49,65)	[49,65)
33598	[49,65)	[49,65)	[49,65)
33599	[49,65)	[49,65)	>=65
33600	<29	<29	<29
33601	[29,36)	[29,36)	[29,36)
33602	[49,65)	[49,65)	[49,65)
33603	[49,65)	未知	[49,65)
33604	[36,49)	[36,49)	[36,49)
33605	[36,49)	[36,49)	[36,49)
33606	<29	<29	<29
33607	<29	<29	<29
33608	[36,49)	[36,49)	[36,49)
33609	[49,65)	[49,65)	[49,65)
33610	[29,36)	[29,36)	<29
33611	>=65	>=65	>=65
33612	[36,49)	未知	>=65
33613	[49,65)	[49,65)	[49,65)
33614	[49,65)	[49,65)	[49,65)
33615	<29	<29	<29
33616	[36,49)	[36,49)	[29,36)
33617	[49,65)	[36,49)	<29
33618	>=65	>=65	>=65
33619	<29	<29	<29
33620	<29	<29	<29
33621	[49,65)	[49,65)	[49,65)
33622	[36,49)	[36,49)	[36,49)
33623	<29	<29	[36,49)
33624	[29,36)	[29,36)	[36,49)
33625	>=65	>=65	>=65
33626	[29,36)	<29	[36,49)
33627	[36,49)	[36,49)	[36,49)
33628	<29	<29	[29,36)
33629	[36,49)	[36,49)	[36,49)
33630	[49,65)	>=65	[49,65)
33631	[49,65)	[49,65)	>=65
33632	[29,36)	[36,49)	<29
33633	<29	<29	<29
33634	<29	<29	[29,36)
33635	[49,65)	[49,65)	>=65
33636	[36,49)	[36,49)	[36,49)
33637	[29,36)	[29,36)	<29
33638	[29,36)	[36,49)	<29
33639	<29	<29	<29
33640	[36,49)	[36,49)	[36,49)
33641	[49,65)	[49,65)	[49,65)
33642	<29	<29	<29
33643	[49,65)	[49,65)	[49,65)
33644	>=65	>=65	>=65
33645	>=65	>=65	>=65
33646	<29	<29	<29
33647	[36,49)	[36,49)	[29,36)
33648	<29	<29	<29
33649	[36,49)	[36,49)	[36,49)
33650	<29	<29	<29
33651	[29,36)	[29,36)	[36,49)
33652	[49,65)	[49,65)	[49,65)
33653	[29,36)	[29,36)	[29,36)
33654	[36,49)	[36,49)	[36,49)
33655	<29	<29	<29
33656	[36,49)	[36,49)	[29,36)
33657	[36,49)	[36,49)	[36,49)
33658	>=65	>=65	>=65
33659	[36,49)	[29,36)	[36,49)
33660	[29,36)	[29,36)	[29,36)
33661	[36,49)	[36,49)	[29,36)
33662	>=65	>=65	>=65
33663	>=65	>=65	>=65
33664	>=65	>=65	>=65
33665	[49,65)	[36,49)	[36,49)
33666	[49,65)	未知	>=65
33667	<29	<29	[29,36)
33668	[36,49)	未知	[49,65)
33669	<29	<29	<29
33670	[49,65)	[49,65)	>=65
33671	<29	<29	<29
33672	[29,36)	[36,49)	[29,36)
33673	[49,65)	[49,65)	>=65
33674	[29,36)	[29,36)	[29,36)
33675	[29,36)	[36,49)	[29,36)
33676	[36,49)	[36,49)	[29,36)
33677	[29,36)	[29,36)	[36,49)
33678	>=65	>=65	>=65
33679	[36,49)	未知	未知
33680	[49,65)	[36,49)	[36,49)
33681	[36,49)	[36,49)	[36,49)
33682	>=65	[49,65)	>=65
33683	[29,36)	[29,36)	未知
33684	>=65	>=65	>=65
33685	>=65	>=65	>=65
33686	[36,49)	未知	>=65
33687	[29,36)	[29,36)	[29,36)
33688	>=65	未知	>=65
33689	>=65	>=65	[49,65)
33690	<29	<29	<29
33691	>=65	>=65	>=65
33692	<29	<29	[29,36)
33693	>=65	>=65	>=65
33694	[29,36)	[29,36)	[29,36)
33695	[49,65)	[49,65)	[49,65)
33696	>=65	>=65	[49,65)
33697	[29,36)	<29	[29,36)
33698	[36,49)	未知	[49,65)
33699	[49,65)	[36,49)	[36,49)
33700	[49,65)	[36,49)	[29,36)
33701	[36,49)	[36,49)	[36,49)
33702	>=65	>=65	>=65
33703	[49,65)	未知	>=65
33704	>=65	>=65	>=65
33705	>=65	>=65	>=65
33706	[36,49)	[36,49)	[36,49)
33707	<29	<29	[29,36)
33708	[49,65)	[49,65)	[49,65)
33709	[36,49)	[36,49)	[36,49)
33710	[36,49)	未知	[49,65)
33711	[49,65)	[36,49)	[36,49)
33712	<29	<29	未知
33713	[36,49)	[36,49)	[29,36)
33714	[49,65)	[49,65)	>=65
33715	[29,36)	[29,36)	<29
33716	>=65	[49,65)	>=65
33717	[29,36)	[29,36)	[29,36)
33718	[49,65)	[49,65)	[49,65)
33719	[49,65)	[49,65)	[49,65)
33720	<29	<29	<29
33721	>=65	>=65	>=65
33722	[36,49)	[36,49)	[36,49)
33723	>=65	>=65	>=65
33724	>=65	>=65	>=65
33725	[49,65)	未知	>=65
33726	[29,36)	[29,36)	未知
33727	>=65	>=65	>=65
33728	[29,36)	[29,36)	[29,36)
33729	[49,65)	>=65	[49,65)
33730	>=65	>=65	>=65
33731	[36,49)	[36,49)	[36,49)
33732	>=65	[49,65)	>=65
33733	<29	<29	[29,36)
33734	<29	<29	<29
33735	[49,65)	未知	[49,65)
33736	<29	<29	[36,49)
33737	>=65	>=65	[49,65)
33738	<29	<29	<29
33739	[36,49)	[36,49)	[36,49)
33740	[29,36)	[29,36)	[29,36)
33741	[49,65)	[49,65)	[49,65)
33742	[36,49)	[36,49)	[36,49)
33743	[29,36)	<29	[29,36)
33744	[49,65)	未知	[49,65)
33745	[29,36)	[29,36)	[29,36)
33746	[49,65)	[49,65)	[49,65)
33747	>=65	>=65	>=65
33748	>=65	[49,65)	>=65
33749	<29	<29	<29
33750	<29	<29	<29
