wm_food_spu_id	wm_food_spu_name	price	category	ingredients	taste	stand_food_id	stand_food_name
10042	121306-89156-2c3401-89156-f03944-272349-5c1030-022488-cf2679-322524-2c1019	99.0	[11, 12, 13]	[15]	NULL	2914	cf2679-322524-2c1019
10043	c22442-d72077-11995-262624-121306-9b2653-971769-272349	14.0	[73]	[105, 53]	NULL	95	c22442-d72077-11995-262624
10044	341620-233398-2043-141126-3a316	28.0	[11, 12, 13]	[14, 2, 45, 3, 15]	[0]	275	341620-233398-2043-141126
10045	121306-231660-971769-272349-60442-1b955-11995-262624	19.0	[73]	[53]	NULL	2915	60442-1b955-11995-262624
10046	60442-b2193-5e1740-121306-6a3579-d556-272349-59550-5b1686	12.8	[157]	[287]	NULL	NULL	NULL
10047	NULL	32.0	NULL	NULL	NULL	NULL	NULL
10048	c94046-623009-2c1019-df2800-d72063	18.0	[76, 77]	[2]	[3]	802	c94046-623009-2c1019-df2800-d72063
10049	e52645-7b1223-fc3373-e33426-121306-8a2234-272349	3.5	[45]	NULL	[1]	2781	fc3373-e33426
10050	6b3322-5a537-eb2057-8b3464	28.0	[6]	[534]	NULL	NULL	NULL
10051	c31718-de2424-231660-6b3322-66812	199.0	[11, 12, 13]	[2, 6, 20, 50, 565]	NULL	1805	c31718-de2424-231660-6b3322-66812
10052	1d983-dd3028-db505-64662-66812-683364-7e1325-3a1157-051607	7.0	[15, 16, 112]	[96]	NULL	NULL	NULL
10053	893131-7b1223-231660-a43214-121306-b71809-e7494-272349	0.1	[65]	NULL	NULL	NULL	NULL
10054	f5602-3c1399-8a2234-6f3045	35.0	[106]	NULL	NULL	NULL	NULL
10055	NULL	10.5	NULL	NULL	NULL	NULL	NULL
10056	NULL	32.0	NULL	NULL	NULL	NULL	NULL
10057	f81893-193506-121306-84752-572883-101946-ae786-272349	7.0	[54]	NULL	NULL	46	f81893-193506
10058	60442-5e3927-243077-82308-c02692-b2193-fc3373-2c1019-df2800-4b2403-d72063-f91501-ca1078-f81893-193506-bb238-cf1867-b4323	52.6	[0]	[341]	NULL	NULL	NULL
10059	323291-6e2940-202317-5d3634	10.0	[109, 110]	NULL	NULL	NULL	NULL
10060	233398-1c925-2c1019-f42330-b43550	25.0	[10]	NULL	NULL	566	233398-1c925-2c1019-ef1573-902437-b43550
10061	66812-323291-fc3373-3a316-8a2234-772477-4a2318	23.0	[11, 12, 13]	[18]	[2]	7	66812-323291-fc3373-3a316
10062	121306-38860-812439-0b2167-dd3028-db505-c23605-272349-323291-6e4044-ff3524-421264-0b2167-dd3028-c23605-b43550	28.8	[70, 71]	[61]	[36]	1841	323291-6e4044-ff3524-421264-c23605-b43550
10063	f81893-193506-121306-441442-ed3568-3d2304-c23605-b43550-e31999-84752-572883-d686-da270-3d2304-ae786	6.0	[54]	NULL	NULL	1688	c23605-b43550
10064	df2800-033679-bd3159-f42330-c22442-d72077-11995-ef1573-11995-262624-1b1099	19.0	[73]	NULL	NULL	83	bd3159-f42330-11995-262624
10065	c31718-141126-7f4028	8.0	[48]	NULL	NULL	NULL	NULL
10066	a93922-a13945-002989-ff2187-341620-4a2318-66812-69229-e01010-e41314	57.0	[69]	[31]	NULL	NULL	NULL
10067	NULL	29.0	NULL	NULL	NULL	NULL	NULL
10068	a53996-7372-d2536-dd3028-f91501-16978-772477-d2536-753219-a13945-f91501-16978-502358-fb1578-4a2318	33.0	[0]	[316]	NULL	NULL	NULL
10069	60442-322524-c53116-fc3373-a23694-b43550-f91501-c53116-f82023-a53996-421264	38.99	[178]	[69]	[25]	NULL	NULL
10070	0a3249-831064-e52645-7c3361-641401-262624-a22084-141126-023207-fd2565-121306-241105-7372-272349	19.0	[55, 56]	[63]	[4]	2137	a22084-141126-023207-fd2565
10071	664012-e63234-4a2318-bd319-e41314-871583-792305-35715-84752-e01010-bd319-e41314-f91501-43819-b43550	53.0	[0]	[448]	NULL	NULL	NULL
10072	742627-713861-373655-4a2318-f71679	42.0	[11, 12, 13]	NULL	[28]	2916	742627-713861-373655-0c3415
10073	342036-df1770-66812-682499	88.0	[239]	[10, 7, 342]	[3]	2917	342036-df1770-66812-682499
10074	1f2100-1f2100-c2733-251491-2b2091-5f38	35.0	NULL	NULL	NULL	NULL	NULL
10075	021193-792305-35715	5.9	[18]	NULL	NULL	NULL	NULL
10076	a22084-141126-c22859	5.0	[67, 68]	NULL	NULL	2154	a22084-141126-c22859
10077	7c2633-7c2633-d72063	8.0	[49]	[1, 42, 6, 7, 190, 15, 124]	NULL	1189	7c2633-7c2633-d72063
10078	312841-c34009-8a2234-64368-fc3373	15.0	[64]	NULL	NULL	NULL	NULL
10079	ff3193-8d1754-2c1019-f42330-ef1573-b43550	18.8	[10]	[34]	[13]	2918	ff3193-8d1754-2c1019-fc3373-ef1573-902437-b43550
10080	2c1019-df2800-402923-a22084-102320-ef1573-b43550	15.0	[10]	NULL	NULL	688	c94046-623009-2c1019-df2800-ef1573-902437-b43550
10081	50882-db505-2c1019-f42330	28.0	[11, 12, 13]	[88, 2, 42, 18, 5, 6, 15, 20, 16]	NULL	222	50882-db505-2c1019-f42330
10082	b51826-b51826-4a2318-121306-84752-572883-101946-ae786-272349	4.9	[2]	[65]	NULL	NULL	NULL
10083	a93922-302658-ff3524-421264-fc3373-d81534-66151-b43550-bd319-e41314-f91501-233398-552471-f91501-831064-d42982	31.88	[0]	[61]	NULL	NULL	NULL
10084	893131-713861-ab265	10.0	[64]	[17, 49]	[4]	2919	893131-713861-ab265
10085	fc3373-7f4028-a51947	12.0	[227]	[2, 405, 6, 15]	[3]	1095	fc3373-7f4028-a51947
10086	6d2875-df2800	2.5	[89]	[135]	[17]	545	6d2875-df2800
10087	bd3159-ff1902-0b376-f83051-5d2360-ed1709-4c2815-df2800-121725	23.0	[168]	[48]	[11]	1727	ed1709-4c2815-df2800-121725
10088	c53116-623009-1c925	11.0	[14]	[12, 2, 34, 89]	NULL	NULL	NULL
10089	461668-212384-cd3847-1d2597-3a316	39.0	[11, 12, 13]	[211, 22, 4, 80]	[1]	2920	461668-212384-cd3847-1d2597
10090	981676-643433	36.0	[161]	[383, 2, 5]	NULL	NULL	NULL
10091	553155-f63166-6f3045-4a2318-ef1573-b43550	20.0	[10]	[3]	[6]	2921	553155-f63166-6f3045-ef1573-902437-b43550
10092	f450-fc3373-a23694-d72063	22.0	[49]	[2, 490, 36]	[2]	1617	fc3373-f450-a23694-d72063
10093	e52645-7c3361-322524-082380-2c1019	63.0	[6]	[2, 22, 24, 6, 15, 13]	NULL	2922	322524-082380-e52645-7c3361-2c1019
10094	202317-db505-d13754-fc3373	58.0	[11, 12, 13]	[383, 2, 5, 6, 80]	NULL	2923	202317-db505-d13754-fc3373
10095	342036-af2496-842342-442854	46.0	[32, 33]	NULL	NULL	NULL	NULL
10096	f81893-713861-f81893-193506	6.0	[54]	[122]	NULL	287	f81893-713861-f81893-193506
10097	4f3017-5c3975-3a1157-233398-af3196-af3196-af3196-4f3017-5c3975-3a1157-233398	0.1	[65]	NULL	NULL	NULL	NULL
10098	d71618-0a2002-2c1019-df2800-5d2360-f82023	7.0	[43, 44]	[169]	[1]	1410	2c1019-df2800-d71618
10099	66812-323291-fc3373-3a316	32.0	[11, 12, 13]	[17, 2, 3, 4, 18, 19, 5, 6, 7, 13, 20]	[2]	7	66812-323291-fc3373-3a316
10100	69229-11995-c22859-87965-152058-253349-5b1686	29.0	[91]	NULL	NULL	2924	69229-11995-c22859
10101	7e1039-4a2318-fc3373-fd3252-e61012-033494-141126	29.0	[11, 12, 13]	[144, 123, 145]	[1]	136	7e1039-4a2318-fc3373-e62205-e61012-033494-141126
10102	8a2234-43819-b82604	3.0	[99]	[113, 119, 28]	[3]	146	8a2234-43819-b82604
10103	341620-c43900-412242-922125-f82023	49.99	[11, 12, 13]	[546, 85, 56, 399]	[0]	2925	341620-c43900-412242-922125-f82023
10104	50882-912577-2c1019-f42330	32.0	[11, 12, 13]	[17, 14, 88, 2, 42, 3, 5, 6, 7, 15, 16]	NULL	65	50882-912577-2c1019-f42330
10105	5a1952-951737-032268-f51944-29900-1f549-121306-84752-572883-101946-3d2304-ae786-272349	7.0	[61]	NULL	NULL	125	f51944-29900-1f549
10106	492461-611678-b82604	16.0	[164]	[97]	[4]	1008	492461-611678-b82604
10107	fc3373-953430-d72063-a0318	21.0	[295]	NULL	[1]	2926	fc3373-953430-d72063-a0318
10108	633907-24542-fc3373-f63938-24424-121306-84752-d556-101946-ae786-272349	14.9	[43, 44]	[77, 38, 2]	NULL	1635	633907-24542-fc3373-f63938-24424
10109	0a2002-ff2965-f51944-87965-772477	2.0	[150, 151]	NULL	NULL	NULL	NULL
10110	a22084-de2424-72590-1c925-633554-bd319-e41314	28.0	[0]	NULL	NULL	NULL	NULL
10111	5f730-881252	3.0	[15, 16, 17]	NULL	NULL	NULL	NULL
10112	fc3373-683264-341620-141126-47115-ef1573-b43550	22.9	[10]	[326, 198]	[6]	764	341620-141126-47115-fc3373-fb1736-ef1573-902437-b43550
10113	023046-323291-2043-141126-5d3634-1b1099	7.5	[11, 12, 13]	[136, 45, 95]	NULL	1403	2043-141126-5d3634
10114	ed1709-4c2815-303211-112728-621274-121306-2c3454-c63006-552471-272349	15.0	[15, 16, 17]	[69, 36, 48]	[3]	1391	ed1709-4c2815-303211-112728
10115	361622-a13945-ae206-80612-bd747-e52645-e31999-ae206-80612-8a2234-4a2318-e31999-0a2002-4a2318-bd319-e41314	46.0	[0]	NULL	NULL	NULL	NULL
10116	be1225-c31718-322524-5d3634-443088	66.0	[11, 12, 13]	[665, 14]	NULL	2927	c31718-322524-5d3634-443088
10117	2d109-322524-2c1019-df2800	19.9	[11, 12, 13]	[2]	[13]	1576	2d109-322524-2c1019-df2800
10118	082380-552471-cf2679-c22859	2.0	[125]	[186, 2, 190]	NULL	200	082380-552471-cf2679-c22859
10119	082380-323291-64368-121306-60442-ed1709-082380-272349	4.88	[127, 128]	[222]	[4]	2928	082380-323291-64368
10120	323291-233398-2c1019-a9774-653654-a53996-5b1686	14.0	[64]	[8]	[8]	69	323291-233398-2c1019-a9774
10121	233398-a93922-483515-66812-c22859-121306-422539-29900-272349	45.0	NULL	NULL	NULL	NULL	NULL
10122	101136-d52381-fc3373-f63938-24424-121306-572883-db3612-ac854-3d2304-ae786-272349	15.9	[43, 44]	[245, 13]	NULL	213	fc3373-f63938-24424
10123	2c1019-df2800-c23605-b43550	20.0	[70, 71]	[2, 91]	[1]	678	2c1019-df2800-c23605-b43550
10124	5d709-233398-c53116-a33280-7f4028	19.8	[15, 16, 17]	NULL	[26]	NULL	NULL
10125	d63854-2e1710-031708	30.0	[24]	[2, 50]	NULL	NULL	NULL
10126	341620-233398-a13945	18.0	[230]	[1, 215, 2, 3, 5, 70, 50]	[0]	993	341620-233398-a13945
10127	341600-a63360-b2193-fc3373-2c1019-11949-ef1573-b43550	36.0	[10]	[45, 18, 23, 102, 101]	[16]	2929	341600-a63360-b2193-fc3373-2c1019-11949-ef1573-902437-b43550
10128	NULL	31.0	NULL	NULL	NULL	NULL	NULL
10129	cf1867-b4323	13.5	[54]	NULL	NULL	121	cf1867-b4323
10130	893131-cf2679-a22084-f82023	9.99	[15, 16, 17]	[427, 15, 111, 34, 28]	[23]	2930	893131-cf2679-a22084-f82023
10131	6b3114-0f2811-052425-a4589-a13945-1b1099	9.0	[256]	[279, 50]	NULL	1428	6b3114-0f2811-052425-a4589-a13945
10132	f81893-193506	6.0	[54]	[122]	NULL	46	f81893-193506
10133	c23605-c53116-fc3373	68.0	[11, 12, 13]	[2, 22, 34, 197]	[12]	2931	c23605-c53116-fc3373
10134	15508-9e3129-442854-c22859-341758-99714	46.8	[0]	NULL	NULL	NULL	NULL
10135	2c1019-7f4028-ea2006-ea2006-ea2006-ea2006-ea2006-16978-d92985-641271	29.8	[15, 16, 17]	[374]	NULL	NULL	NULL
10136	d63854-021193-43819-54938-121306-b12072-4a2318-753518-54938-272349-fe3258-831064-d42982-fe3258-e52645-f32176-d71618	34.9	[0]	NULL	NULL	NULL	NULL
10137	a22084-de2424-66812-5b1686-f91501-43819-b43550	48.0	[0]	NULL	NULL	NULL	NULL
10138	141126-2c3454-8a2234-082380-c72131-121306-59550-7372-272349	5.5	[169]	NULL	NULL	367	141126-2c3454-8a2234-082380-c72131
10139	84752-0a2002-87965-772477-d72063-e1869	8.0	[18]	NULL	NULL	NULL	NULL
10140	233398-a93922-483515-66812-c22859	45.0	NULL	NULL	NULL	NULL	NULL
10141	8a2234-5f730-121306-641271-272349	8.0	[15, 16, 17]	NULL	NULL	NULL	NULL
10142	db2810-352708-013607-251116-16978-a53996-d6595	88.0	[42]	[317, 48]	[3]	742	db2810-352708-bd3656-251116
10143	5c1030-022488-233398-1c925-2c1019-121306-231660-272349-552153-d92985-d92985-fb2266-1a3597	36.9	[11, 12, 13]	NULL	[9]	116	5c1030-022488-233398-1c925-2c1019
10144	0b1820-5d3634-12963-12963-ff2965-11995-262624	20.0	[73]	[421]	NULL	1200	0b1820-5d3634-12963-12963-ff2965-11995-262624
10145	a23694-c43900-412242-7f4028	16.0	[6]	[85]	NULL	2849	a23694-c43900-412242-7f4028
10146	a81828-db1604-5a537-174019-9d1564-9d1564-d92985-652546-99196	5.0	[75]	NULL	NULL	891	a81828-db1604-5a537-174019
10147	082380-8d1398-141126-6f1612-ef1573-b43550	20.0	[10]	[7, 20]	[9]	1224	082380-8d1398-141126-6f1612-b43550
10148	362987-2e1710-343137-c43900-b43550	40.0	[70, 71]	[71, 231]	[10]	2932	343137-c43900-b43550
10149	7e2903-5b1293-323291-64368-d71618	4.0	[127, 128]	NULL	[3]	375	231660-d71618
10150	a22084-6e2940-0f2663-a23694-35715-3a316	26.0	[6]	[111, 338, 110, 299]	[1]	2933	0f2663-a23694-35715-3a316
10151	cf1867-b4323	5.0	[54]	NULL	NULL	121	cf1867-b4323
10152	64662-66812-2d3725-a02707	7.0	[15, 16, 112]	[96]	NULL	NULL	NULL
10153	1d1024-c22442-7c3586-2c338-f82023-121306-8a2234-772477-16978-16978-d92985-2522-272349	16.0	[23]	NULL	[1]	747	7c3586-2c338-f82023
10154	b42747-442854-233398-442854-69229-e01010-e41314-152853-1b1099	75.0	[69]	NULL	NULL	NULL	NULL
10155	942530-80383-ce4073-75363	8.0	[85]	NULL	NULL	2934	942530-80383-ce4073-75363
10156	12963-173503-4e3562-be2895-771208-e1869-121306-231660-272349-1b1099	14.5	[64]	[45, 36]	[1]	649	771208-e1869
10157	3a1157-943539-4e3562-be2895-5f1782	55.0	[64]	NULL	NULL	NULL	NULL
10158	6b2044-8a2234-6f3045-121306-101136-d42982-203002-652408-dc2613-e31999-0b4049-612513-a93677-2b3552-272349-16978-d92985-d92985-652546-99196	39.0	[96]	[87]	NULL	1632	6b2044-8a2234-6f3045
10159	a22084-291209-231660-641271	25.0	[15, 16, 17]	NULL	NULL	NULL	NULL
10160	981676-7c2882-b51826-b51826-4a2318	22.0	[11, 12, 13]	[65, 2, 212, 176]	[7]	2935	981676-7c2882-b51826-b51826-4a2318
10161	203766-123068-141126-11995	6.0	[46]	[394]	NULL	NULL	NULL
10162	cf2679-c22859	3.5	[125]	[2]	NULL	NULL	NULL
10163	121306-231660-971769-272349-341600-d13024-a51947-11995-262624	19.0	[73]	NULL	[18]	2936	341600-d13024-11995-262624
10164	c31718-232727-141126-47115-121306-8a2234-772477-272349	24.8	[11, 12, 13]	[14, 123]	[13]	104	c31718-232727-141126-47115
10165	a33280-a33280-e33426-5d2360-8a2234-f91991-e33426	9.0	[45]	NULL	NULL	2937	a33280-a33280-e33426-8a2234-f91991-e33426
10166	8a2234-c23605-2c1019-121306-8a2234-772477-272349	25.0	[11, 12, 13]	[56]	[13]	2938	8a2234-c23605-2c1019
10167	2c1019-a9774	9.0	[15, 16, 17]	[8]	NULL	NULL	NULL
10168	323291-0f2663-a51427-a51427-a51427	0.38	[136]	NULL	NULL	NULL	NULL
10169	a53996-772477-9d1564-5b1686-582418-6b3322-a93922-2c1019-5b1686-1b1099	24.0	[64]	NULL	[7]	1187	6b3322-a93922-2c1019-5b1686
10170	141126-11949	2.0	[116, 16, 117]	NULL	NULL	NULL	NULL
10171	d82616-d62216-121306-89610-4a2318-2c1019-df2800-272349	38.0	[24]	NULL	[1]	124	d82616-d62216
10172	831995-323291-253866-0f2663-b13427	22.0	[64]	[44]	[3]	2939	253866-0f2663-b13427
10173	101946-441442-5c3975-e41314-8b776	0.0	[90]	NULL	NULL	NULL	NULL
10174	f51944-601112-5d3634-121306-9b2195-743496-042150-272349	8.0	[61]	NULL	NULL	NULL	NULL
10175	313943-d62730-a22084-262624-fa1551-af2496-df2800-121725-f92329-5b1686	23.0	[231]	[51, 152]	[3]	752	df2800-121725
10176	a11519-6b3322-442854	15.0	[32, 33]	[346, 185, 29, 362]	[7]	2940	fc3373-a11519-d81534
10177	f73980-5a2590-6f3045-4a2318	29.0	[6]	[17, 186, 2, 484, 190, 115]	NULL	2117	f73980-5a2590-6f3045-4a2318
10178	89610-4a2318-152058-1c925	3.0	[132, 133]	[81, 2]	[1]	215	89610-4a2318-152058-1c925
10179	c53116-e2458-79400-121306-87965-772477-9d1564-641271-272349	28.0	[15, 16, 17]	[331]	NULL	NULL	NULL
10180	323291-233398-a93922-6e3288-b03873	1.99	[6]	[215, 2, 111]	[8]	2941	323291-233398-a93922-6e3288-b03873
10181	661087-cf2679-fc3373-121306-84752-572883-101946-3d2304-ae786-272349	20.0	[2]	[38]	NULL	NULL	NULL
10182	241105-292326-ed1709-4c2815-121306-363247-042150-272349	48.0	[91]	[51, 63, 148, 48]	[3]	2942	241105-292326-ed1709-4c2815
10183	d52795-c53116-2c1019-dc3924-121306-16978-d92985-641271-272349	28.88	[15, 16, 17]	[54]	NULL	NULL	NULL
10184	552471-6e2940-c23605-b43550	20.0	[70, 71]	[2, 7]	[1]	141	552471-6e2940-c23605-b43550
10185	402923-a21596-a92470-a91342	8.0	[54]	NULL	NULL	NULL	NULL
10186	141126-6f1612-c22859	3.0	[116, 16, 117]	[2]	NULL	NULL	NULL
10187	6e2940-233398-322524-a53996-d92985-2522	3.0	[18]	NULL	NULL	NULL	NULL
10188	323291-233398-2c1019-81588-442854-121306-2f599-c71452-403289-272349	14.9	[32, 33]	[24]	[8]	255	323291-233398-2c1019-81588-442854
10189	363247-042150-e314-d71618-16978-d92985-843204	12.0	[53]	[25]	[3]	1821	e314-d71618
10190	233398-322524-c23605-fc3373-f91501-402923-a22084-102320-c23605-2c1019-df2800-f91501-16978-772477-43819-b43550-f91501-ae786-121306-2c1019-df2800-a13945-bb238-352746-ce1905-a13945-272349	48.8	[0]	NULL	NULL	NULL	NULL
10191	753219-492946-2c1019-b43550-f91501-6b3322-a93922-121725-bd319-e41314	35.0	[0]	NULL	NULL	NULL	NULL
10192	6d2875-df2800-16978-7372-653654	3.99	[89]	[135]	[1]	545	6d2875-df2800
10193	f8988-653615-6f3202-f51037-044020-d72063-e33426	10.0	[55, 56]	[51, 63]	[4]	799	f8988-653615-6f3202-d72063-e33426
10194	c52625-541643-5f38-30514-b2193-c22821-253349-641271	23.99	[15, 16, 17]	[196]	NULL	NULL	NULL
10195	101946-233398	0.0	[65]	NULL	NULL	NULL	NULL
10196	141126-6f1612-87314-121306-0a2002-1b955-272349	6.0	[27, 28]	[33]	NULL	17	141126-6f1612-87314
10197	123068-cc34-a71403-174019-d82616	4.0	[75]	NULL	NULL	1615	123068-cc34-a71403-174019-d82616
10198	211143-f51944-2b2091-5f38	32.0	[84]	[339]	NULL	2080	211143-f51944-2b2091-5f38
10199	2c1019-df2800-82451-d71618-f91501-812352-4a2318-f91501-f82023	9.9	[148]	[169]	NULL	572	2c1019-df2800-82451-d71618
10200	231660-7d1638-fc3373-552471-a33280-831064-361622-f42330-b43550	39.0	[10]	NULL	NULL	NULL	NULL
10201	a93922-6e3288-021193-073410-c22859	26.0	[6]	NULL	NULL	NULL	NULL
10202	0b1820-802635-69229-7f4028-11995	15.0	[294]	[112, 66, 53]	NULL	2943	0b1820-802635-69229-7f4028-11995
10203	66812-323291-623009-1c925-bd319-e41314-c62143	26.9	NULL	NULL	NULL	NULL	NULL
10204	b2193-fc3373-a13945-302533-302533-233398-e31999-87965-572883-233398-101946-c21871-b71809-572883	0.0	[60]	NULL	[13]	NULL	NULL
10205	2c1019-df2800-a13945	15.0	[141]	[21, 2]	[1]	1711	2c1019-df2800-a13945
10206	e52645-f32176-d71618-f91501-2c1019-11949	15.8	[87]	[23]	NULL	NULL	NULL
10207	2c1019-b51649-233398-a9774-1b1099	28.0	[89]	[662, 8]	NULL	NULL	NULL
10208	1a1215-43819-b82604	4.0	[99]	[147, 366, 27, 231]	[3]	140	60442-43819-b82604
10209	021193-2c1019-a9774-9d1564-d92985-653615	3.99	[48]	NULL	NULL	NULL	NULL
10210	853235-323291-11995-451278-653654-231660-971769	17.0	[73]	NULL	NULL	2944	853235-323291-11995-451278-262624
10211	5a1952-c93763-652408	6.0	[54]	NULL	NULL	143	5a1952-c93763-652408
10212	342036-df1770-66812-b2193-6e2940-f51944-2c3454-c63006	59.0	[114]	[342, 235]	[3]	2945	342036-df1770-66812-b2193-6e2940-f51944-2c3454-c63006
10213	fa2505-0e880-361622-a13945-fc3373-552471-43819-54938	22.8	[98]	NULL	[13]	2946	361622-a13945-fc3373-552471-43819-54938
10214	bf1273-c43900-412242-b2193-fc3373-a62740-d71618	7.9	[167]	[18, 7, 70, 49]	[1]	2947	b2193-fc3373-bf1273-c43900-412242-a62740-d71618
10215	a33280-fc3373-6f3045-4a2318-021794-553768-121306-642862-7372-272349	12.9	[133]	[67, 3]	[1]	2948	6f3045-4a2318-fc3373-021794-553768
10216	f34-f51944-604088-193506-b12072-653654-231660-971769	18.0	[100, 101]	[39]	NULL	2949	f34-f51944-604088-193506-b12072-971769
10217	ff2965-1c925-0f2124-dc2847-60725-bf1514-a92470	32.0	NULL	NULL	NULL	NULL	NULL
10218	43819-b43550	2.0	[25]	[27]	[3]	16	43819-b43550
10219	e21548-322524-233398-66151-2c1019-121306-8a2234-772477-272349	24.0	[11, 12, 13]	[13]	[21]	2950	e21548-322524-66151-2c1019
10220	a11519-6b3322-c02692-fc3373-5c1479-c3470	36.0	[118, 119, 120, 121]	[3, 111, 362]	[1]	2951	a11519-6b3322-c02692-fc3373-5c1479-c3470
10221	373655-e62205-2c3454-c63006-552471	1.0	[109, 110]	[568, 10, 247]	NULL	NULL	NULL
10222	231660-772477-6b3322-423697-2c1019-f91501-2043-141126-f91501-141126-7f4028-f91501-121306-1e1440-4a3834-df2800-272349	46.88	[11, 12, 13]	[45, 26]	NULL	NULL	NULL
10223	102277-a92470-253866	8.8	[54]	NULL	NULL	53	102277-a92470-253866
10224	a33280-fc3373-6f3045-4a2318-231660	38.0	[24]	[3]	[1]	2952	a33280-fc3373-6f3045-4a2318
10225	121306-3a1157-051607-272349-fa2505-0e880-2c1019-fc3373-c23605-43819-6d3428	35.0	[50, 51, 52]	NULL	[13]	2520	2c1019-c23605-43819-6d3428
10226	c53116-141126-7f4028-c22859-89610-4a2318	3.0	[116, 16, 117]	[26]	NULL	NULL	NULL
10227	652546-a8274-6b3409-a8274-8a2234-a22084-021794	55.0	[193, 194]	NULL	NULL	NULL	NULL
10228	922125-b2193-bf130-e0770	7.0	[109, 110]	NULL	NULL	NULL	NULL
10229	183498-183498-062912-121306-4a3834-f82023-272349-233398	35.0	[89]	[170]	NULL	NULL	NULL
10230	202317-323291-552471-6e2940-d686-361622-c34009-2c1019	52.9	[64]	[7]	[32]	1558	202317-323291-552471-6e2940-c34009-2c1019
10231	2c1019-df2800-a13945	8.88	[141]	[2]	[1]	1711	2c1019-df2800-a13945
10232	b2193-881252-d72063	16.9	[262]	[16]	[3]	1581	b2193-881252-d72063
10233	3f3019-db1604-231660-2c1019-11949-f91501-002989-102277-9f1640-2e2481-f82023-f91501-f81893-193506	31.8	[0]	[23, 169]	NULL	NULL	NULL
10234	8a2234-43819-a22084-de1296-b82604	8.8	[164]	[240, 119]	NULL	2888	8a2234-43819-a22084-de1296-b82604
10235	7f4028-df2800-141126-6f1612	22.0	[6]	[1, 2, 22, 3, 7, 351, 121]	[1]	103	7f4028-df2800-141126-6f1612
10236	d686-441442-e41314-8b776-121306-362172-a1594-5c20-6f1364-272349	0.0	[65]	NULL	NULL	NULL	NULL
10237	202317-0f2811-c53116-611360-421264-623009-1c925-121306-84752-572883-101946-ae786-272349	18.0	[14]	[12, 80]	NULL	NULL	NULL
10238	9f1640-042150-141126-6f1612-87314	6.0	[27, 28]	[33]	[1]	17	141126-6f1612-87314
10239	a13279-1c925-82450-121306-9d1564-d92985-2522-272349	3.98	[94]	NULL	NULL	NULL	NULL
10240	f8988-653615-6f3202-d13754-47115	12.0	[55, 56]	[51, 526]	[4]	2953	f8988-653615-6f3202-d13754-47115-d72063-e33426
10241	323291-0b1820-8b2706-611678-1c3103-882914-c02692-582418-121306-a53996-7372-272349-121306-65787-ed3568-3d2304-013607-251116-e31999-84752-572883-101946-ae786-ab581-272349	5.0	[64]	[112, 58, 36]	NULL	2059	323291-0b1820-8b2706-611678-1c3103
10242	ff3524-421264-c22859-a93922-6e3288-b03873	5.0	[116, 16, 117]	[215, 61]	NULL	NULL	NULL
10243	52727-072768-901015-fa4015-2b3552-9d1564-d92985-d92985-652546-99196-121306-84752-572883-101946-ae786-272349	19.0	[85]	[125, 346]	NULL	106	fa4015-2b3552
10244	84752-772477-de2424-623009-1c925	8.0	[11, 12, 13]	[12]	NULL	754	de2424-623009-1c925
10245	dd3028-233398-342036-322524-a43214-042150-69229-bc2296-b43550	43.0	[10]	NULL	NULL	NULL	NULL
10246	352708-0a271-11949-361622-a13945-7c1500-c02692-11949-c42017-0b4049-822600	108.0	[60]	NULL	NULL	NULL	NULL
10247	dd3028-021794-d72063-121306-87965-502358-272349	4.8	[144]	NULL	NULL	2113	dd3028-021794-d72063
10248	002989-102277-9f1640-c22859-e01010-e43593-36950-6b1586-e41314-1b1099	39.0	[0]	NULL	NULL	NULL	NULL
10249	de2424-d71618-f63938-522184-1c925-121306-16978-7372-272349	15.0	[43, 44]	[272]	[1]	2954	de2424-d71618-f63938-522184-1c925
10250	0f2663-6e2940-d91104-d91104	25.0	[169]	[77, 242, 666, 117, 2, 212, 28, 470]	[36]	2955	0f2663-6e2940-d91104-d91104
10251	c53116-4521	8.8	[252]	[2]	NULL	1163	c53116-4521
10252	b2193-802271-1b955-1b592-1f2100-141126-c4699-121306-303211-653654-5d709-272349	11.0	[37]	[131]	NULL	288	141126-c4699
10253	231660-d71618-c22859-6d2875-fc3373-3a316-bd319-e41314-d52541-1b1099	21.0	[0]	NULL	NULL	NULL	NULL
10254	e21103-2d2087-69229-7c2882-2c1019-291209-6e4044-d71618	24.0	[53]	[641]	[1]	1665	2c1019-291209-6e4044-d71618
10255	66812-323291-fc3373-3a316-f91501-fa3821-322524-141126-7f4028-f91501-a13945-f91501-43819-b43550-121306-84752-e01010-bd319-e41314-272349	43.0	[0]	[26]	NULL	NULL	NULL
10256	341600-a63360-b2193-682499-091988-b43550	29.0	[105]	[262, 48, 101]	[16]	2677	341600-a63360-b2193-682499-091988-b43550
10257	a81828-db1604-5a537-174019-121306-84752-572883-101946-3d2304-ae786-272349	3.0	[75]	NULL	NULL	891	a81828-db1604-5a537-174019
10258	d32365-633554-a0318	3.0	[15, 16, 39]	[2]	NULL	NULL	NULL
10259	323291-9b2195-044020-042150-2b2091-5f38-1b1099	22.0	[84]	[149, 114]	[24]	195	323291-9b2195-2b2091-5f38
10260	2c1019-81588-231660-641271	12.0	[15, 16, 17]	[24]	NULL	NULL	NULL
